Order_ID,Order_Date,Customer_ID,Country,Region,City,Category,Product,Gender,Size,Sales_Channel,Customer_Segment,Payment_Method,Campaign,Quantity,Unit_Price_USD,Discount_Rate,Revenue_USD,Cost_USD,Profit_USD,Customer_Rating,Returned,Order_Status,Customer_Age,Shipping_Days,Inventory_Available,Marketing_Spend_USD,Customer_Lifetime_Value_USD
ORD-102657,1970-01-01 05:00:45.449,CUST-10388,Usa,North America,Chicago,Lifestyle,Gazelle,Male,42,Online Store,Consumer,Cash on Delivery,Summer Sale,1.0,79.69,5.0,75.71,51.47,24.24,5,No,Completed,41,2,105,69966.52,1316.01
ORD-102658,1970-01-01 05:00:45.145,CUST-10339,Germany,Europe,Berlin,Basketball,Own The Game,Male,45,Mobile App,Consumer,Credit Card,No Campaign,1.0,124.42,15.0,105.76,82.21,23.55,4,No,Completed,29,4,342,41422.95,704.17
ORD-102659,1970-01-01 05:00:45.862,CUST-10062,Australia,Oceania,Sydney,Football,Predator,Unisex,40,Mobile App,Premium Consumer,Digital Wallet,Eid Campaign,1.0,52.09,20.0,41.67,28.63,13.04,5,No,Completed,52,3,642,82309.31,3639.33
ORD-102660,1970-01-01 05:00:45.214,CUST-10497,India,South Asia,Mumbai,Running,Solarboost,Male,44,Wholesale,Premium Consumer,Debit Card,No Campaign,1.0,76.34,0.0,76.34,33.65,42.69,4,Yes,Returned,20,7,416,21987.96,4628.8
ORD-102661,1970-01-01 05:00:45.096,CUST-10895,Pakistan,South Asia,Karachi,Running,Duramo,Male,36,Retail Store,Business,Cash on Delivery,Summer Sale,1.0,149.77,0.0,149.77,89.27,60.5,5,No,Pending,61,7,37,93143.78,272.23
ORD-102662,1970-01-01 05:00:45.928,CUST-10481,Saudi Arabia,Middle East,Riyadh,Basketball,Dame,Unisex,36,Marketplace,Business,Digital Wallet,Sports Event,2.0,77.44,15.0,131.65,104.95,26.7,5,No,Completed,26,5,598,69851.23,170.74
ORD-102663,1970-01-01 05:00:45.801,CUST-10169,Australia,Oceania,Sydney,Training,Dropset,Unisex,44,Online Store,Premium Consumer,Cash on Delivery,Sports Event,1.0,126.16,15.0,107.24,57.57,49.67,5,Yes,Returned,42,2,335,56178.27,998.78
ORD-102664,1970-01-01 05:00:45.751,CUST-10202,Usa,North America,Houston,Basketball,Own The Game,Female,44,Online Store,Business,Bank Transfer,Sports Event,2.0,71.58,15.0,121.69,75.82,45.87,5,No,Completed,38,1,472,79567.52,3455.48
ORD-102665,1970-01-01 05:00:45.325,CUST-10167,Usa,North America,Chicago,Lifestyle,Gazelle,Female,36,Online Store,Business,Cash on Delivery,Summer Sale,1.0,114.61,5.0,108.88,51.34,57.54,5,Yes,Returned,21,2,112,64655.71,4827.43
ORD-102666,1970-01-01 05:00:45.704,CUST-10416,Uae,Middle East,Sharjah,Basketball,Harden,Unisex,42,Retail Store,Premium Consumer,Bank Transfer,Summer Sale,1.0,157.27,10.0,141.54,81.22,60.32,3,No,Completed,54,3,250,88767.37,3776.87
ORD-102667,1970-01-01 05:00:45.082,CUST-10510,Uae,Middle East,Abu Dhabi,Football,Predator,Male,36,Mobile App,Consumer,Cash on Delivery,No Campaign,2.0,100.01,15.0,170.02,134.47,35.55,2,No,Completed,39,2,911,83000.69,2907.86
ORD-102668,1970-01-01 05:00:45.789,CUST-10718,Uk,Europe,London,Training,Powerlift,Male,42,Mobile App,Business,Bank Transfer,No Campaign,1.0,65.33,15.0,55.53,37.45,18.08,5,No,Completed,25,3,344,20184.14,3532.69
ORD-102669,1970-01-01 05:00:45.123,CUST-10629,India,South Asia,Delhi,Basketball,D.O.N. Issue,Male,43,Retail Store,Premium Consumer,Credit Card,No Campaign,1.0,71.29,30.0,49.9,32.36,17.54,5,No,Completed,34,2,873,24346.55,1230.42
ORD-102670,1970-01-01 05:00:45.641,CUST-10113,Pakistan,South Asia,Rawalpindi,Football,F50,Unisex,42,Marketplace,Premium Consumer,Cash on Delivery,New Year Sale,1.0,163.43,20.0,130.74,104.4,26.34,4,No,Completed,27,5,70,6977.19,3473.9
ORD-102671,1970-01-01 05:00:45.378,CUST-10051,Australia,Oceania,Sydney,Lifestyle,Gazelle,Female,45,Wholesale,Business,Debit Card,Black Friday,1.0,106.9,10.0,96.21,71.09,25.12,3,No,Completed,58,5,263,22409.79,1675.08
ORD-102672,1970-01-01 05:00:45.147,CUST-10709,Australia,Oceania,Melbourne,Running,Adizero,Unisex,43,Mobile App,Business,Credit Card,Black Friday,2.0,104.85,0.0,209.7,105.8,103.9,4,No,Cancelled,53,2,898,34677.14,1189.87
ORD-102673,1970-01-01 05:00:45.720,CUST-10192,Usa,North America,Chicago,Football,F50,Unisex,42,Retail Store,Consumer,Debit Card,No Campaign,1.0,132.17,10.0,118.95,58.99,59.96,5,No,Completed,41,10,580,3368.32,1259.12
ORD-102674,1970-01-01 05:00:45.761,CUST-10133,Australia,Oceania,Melbourne,Outdoor,Ridgewalker,Female,40,Wholesale,Consumer,Cash on Delivery,No Campaign,1.0,181.79,10.0,163.61,110.06,53.55,5,No,Completed,55,2,383,31838.77,3372.16
ORD-102675,1970-01-01 05:00:45.947,CUST-10113,Germany,Europe,Hamburg,Basketball,Harden,Male,44,Online Store,Consumer,Credit Card,Sports Event,1.0,151.0,0.0,151.0,69.53,81.47,4,No,Completed,56,2,766,77268.81,3859.41
ORD-102676,1970-01-01 05:00:45.028,CUST-10068,Uae,Middle East,Dubai,Running,Duramo,Female,43,Online Store,Premium Consumer,Credit Card,New Year Sale,1.0,209.19,20.0,167.35,150.09,17.26,5,No,Completed,36,2,786,84112.6,2950.83
ORD-102677,1970-01-01 05:00:45.500,CUST-10828,Pakistan,South Asia,Karachi,Lifestyle,Campus,Male,44,Online Store,Premium Consumer,Debit Card,Sports Event,1.0,79.95,15.0,67.96,52.71,15.25,3,No,Completed,32,14,390,1382.89,412.89
ORD-102678,1970-01-01 05:00:45.407,CUST-10262,Pakistan,South Asia,Islamabad,Outdoor,Ridgewalker,Female,42,Mobile App,Business,Debit Card,No Campaign,1.0,82.69,0.0,82.69,37.35,45.34,2,No,Completed,21,3,597,1211.13,286.25
ORD-102679,1970-01-01 05:00:45.004,CUST-10171,India,South Asia,Kolkata,Running,Ultraboost,Male,38,Wholesale,Business,Debit Card,No Campaign,3.0,174.03,15.0,443.78,312.66,131.12,4,No,Completed,49,7,729,15057.56,1164.12
ORD-102680,1970-01-01 05:00:44.934,CUST-10497,Australia,Oceania,Melbourne,Lifestyle,Samba,Unisex,36,Retail Store,Business,Debit Card,Black Friday,1.0,150.57,5.9,150.57,88.32,62.25,4,No,Completed,38,2,561,87321.42,1503.7
ORD-102681,1970-01-01 05:00:45.295,CUST-10119,Uk,Europe,Birmingham,Running,Solarboost,Unisex,36,Wholesale,Business,Debit Card,No Campaign,1.0,106.22,0.0,106.22,76.11,30.11,4,No,Completed,47,5,472,47193.17,2083.62
ORD-102682,1970-01-01 05:00:45.835,CUST-10275,Uk,Europe,Manchester,Outdoor,Ridgewalker,Female,38,Retail Store,Premium Consumer,Digital Wallet,Summer Sale,1.0,174.82,10.0,157.34,81.98,75.36,1,No,Completed,45,3,510,98298.76,472.54
ORD-102683,1970-01-01 05:00:45.214,CUST-10405,Pakistan,South Asia,Karachi,Lifestyle,Samba,Unisex,43,Wholesale,Consumer,Cash on Delivery,New Year Sale,2.0,116.49,15.0,198.03,143.42,54.61,5,No,Completed,64,5,133,88789.48,3653.28
ORD-102684,1970-01-01 05:00:45.864,CUST-10319,Uk,Europe,London,Training,Everyday,Female,42,Online Store,Consumer,Credit Card,Black Friday,1.0,53.66,20.0,42.93,25.07,17.86,5,No,Completed,64,10,388,89067.75,3586.34
ORD-102685,1970-01-01 05:00:44.944,CUST-10421,Saudi Arabia,Middle East,Dammam,Outdoor,Ridgewalker,Female,44,Retail Store,Business,Digital Wallet,New Year Sale,1.0,221.38,5.0,210.31,121.98,88.33,1,Yes,Returned,57,7,741,13283.4,1798.72
ORD-102686,1970-01-01 05:00:45.182,CUST-10011,Uk,Europe,Birmingham,Football,Predator,Female,40,Mobile App,Business,Debit Card,Eid Campaign,1.0,152.1,15.0,129.28,66.53,62.75,4,No,Completed,41,5,60,60624.91067862922,2858.71
ORD-102687,1970-01-01 05:00:44.985,CUST-10629,Usa,North America,New York,Outdoor,Agravic,Female,44,Mobile App,Premium Consumer,Credit Card,New Year Sale,1.0,190.53,15.0,161.95,114.11,47.84,4,No,Cancelled,19,1,763,99362.26,594.49
ORD-102688,1970-01-01 05:00:45.183,CUST-10549,Australia,Oceania,Brisbane,Training,Rapidmove,Male,45,Retail Store,Premium Consumer,Debit Card,Eid Campaign,4.0,98.3,5.0,373.54,215.99,157.55,4,No,Completed,20,4,741,15329.9,2134.57
ORD-102689,1970-01-01 05:00:45.739,CUST-10478,Germany,Europe,Hamburg,Running,Ultraboost,Male,44,Mobile App,Consumer,Bank Transfer,Summer Sale,1.0,152.41,30.0,106.69,68.87,37.82,5,No,Completed,56,2,469,57636.23,4302.07
ORD-102690,1970-01-01 05:00:45.817,CUST-10219,Uae,Middle East,Abu Dhabi,Training,Rapidmove,Unisex,38,Online Store,Business,Debit Card,Eid Campaign,1.0,112.31,10.0,101.08,61.16,39.92,4,No,Completed,53,3,350,34755.86,3337.05
ORD-102691,1970-01-01 05:00:45.592,CUST-10614,Usa,North America,Houston,Running,Duramo,Male,45,Wholesale,Business,Bank Transfer,New Year Sale,1.0,163.53,30.0,114.47,101.72,12.75,4,No,Completed,20,5,57,39091.88,609.32
ORD-102692,1970-01-01 05:00:45.422,CUST-10514,Pakistan,South Asia,Islamabad,Training,Everyday,Unisex,45,Online Store,Consumer,Cash on Delivery,Black Friday,1.0,120.46,0.0,120.46,54.08,66.38,5,No,Completed,29,2,917,89133.85,4253.13
ORD-102693,1970-01-01 05:00:45.238,CUST-10387,Australia,Oceania,Melbourne,Training,Rapidmove,Female,44,Mobile App,Premium Consumer,Credit Card,New Year Sale,1.0,103.08,15.0,87.62,60.61,27.01,4,No,Completed,56,3,184,58996.31,3435.41
ORD-102694,1970-01-01 05:00:46.016,CUST-10485,Saudi Arabia,Middle East,Dammam,Lifestyle,Campus,Female,36,Online Store,Business,Cash on Delivery,No Campaign,1.0,157.23,20.0,125.78,88.33,37.45,4,No,Completed,35,4,202,75998.25,2319.98
ORD-102695,1970-01-01 05:00:45.602,CUST-10502,Australia,Oceania,Melbourne,Running,Duramo,Unisex,42,Wholesale,Consumer,Debit Card,New Year Sale,1.0,131.36,30.0,91.95,80.19,11.76,3,No,Completed,49,3,31,67486.82,3491.25
ORD-102696,1970-01-01 05:00:45.117,CUST-10706,Germany,Europe,Hamburg,Training,Everyday,Unisex,44,Online Store,Business,Credit Card,Black Friday,2.0,62.84,20.0,100.54,78.58,21.96,2,No,Completed,59,2,656,53137.06,946.82
ORD-102697,1970-01-01 05:00:45.666,CUST-10602,Usa,North America,New York,Running,Ultraboost,Male,40,Marketplace,Premium Consumer,Bank Transfer,Sports Event,1.0,86.87,0.0,86.87,54.19,32.68,5,Yes,Returned,41,3,953,79275.26,2797.38
ORD-102698,1970-01-01 05:00:45.933,CUST-10335,Uae,Middle East,Abu Dhabi,Lifestyle,Superstar,Unisex,44,Online Store,Business,Debit Card,Sports Event,1.0,105.62,10.0,95.06,73.3,21.76,4,No,Completed,60,4,168,97087.92,3127.84
ORD-102699,1970-01-01 05:00:44.963,CUST-10287,Pakistan,South Asia,Lahore,Football,X Crazyfast,Male,40,Marketplace,Business,Credit Card,No Campaign,2.0,123.44,5.0,234.54,170.6,63.94,4,No,Completed,40,90,21,96698.55,4645.95
ORD-102700,1970-01-01 05:00:45.937,CUST-10307,Usa,North America,Chicago,Outdoor,Terrex,Male,36,Mobile App,Business,Bank Transfer,Black Friday,1.0,109.93,0.0,109.93,71.02,38.91,4,No,Pending,63,2,847,79050.47,427.77
ORD-102701,1970-01-01 05:00:45.392,CUST-10670,Uae,Middle East,Dubai,Football,X Crazyfast,Female,42,Online Store,Business,Bank Transfer,No Campaign,2.0,102.08,20.0,163.33,114.1,49.23,1,No,Completed,64,10,809,38235.0879697882,1936.44
ORD-102702,1970-01-01 05:00:44.954,CUST-10740,Usa,North America,Houston,Football,Predator,Unisex,38,Online Store,Consumer,Cash on Delivery,Summer Sale,1.0,176.92,15.0,150.38,121.17,29.21,5,Yes,Returned,22,1,78,16734.32,4690.39
ORD-102703,1970-01-01 05:00:45.211,CUST-10495,Usa,North America,Chicago,Outdoor,Five Ten,Unisex,44,Marketplace,Consumer,Digital Wallet,Sports Event,1.0,145.32,15.0,123.52,67.14,56.38,4,No,Completed,34,4,135,4924.82,1164.38
ORD-102704,1970-01-01 05:00:45.940,CUST-10892,Uk,Europe,Birmingham,Running,Solarboost,Male,44,Marketplace,Premium Consumer,Bank Transfer,Black Friday,2.0,138.92,5.0,263.95,137.58,126.37,4,No,Completed,43,3,301,23528.77,4084.68
ORD-102705,1970-01-01 05:00:45.450,CUST-10395,Usa,North America,New York,Outdoor,Five Ten,Unisex,38,Wholesale,Premium Consumer,Debit Card,Black Friday,2.0,131.92,0.0,263.84,127.93,135.91,4,No,Completed,34,3,687,34355.67,107.87
ORD-102706,1970-01-01 05:00:45.375,CUST-10293,Uk,Europe,Manchester,Basketball,Dame,Female,38,Marketplace,Premium Consumer,Digital Wallet,New Year Sale,1.0,164.71,0.0,164.71,97.54,67.17,5,No,Completed,46,4,882,13420.04,226.83
ORD-102707,1970-01-01 05:00:45.475,CUST-10793,Usa,North America,Los Angeles,Basketball,Harden,Female,38,Retail Store,Business,Cash on Delivery,No Campaign,2.0,154.77,10.0,278.59,149.94,128.65,4,No,Completed,25,4,386,22864.15,1705.35
ORD-102708,1970-01-01 05:00:45.779,CUST-10013,Usa,North America,Houston,Outdoor,Ridgewalker,Male,43,Mobile App,Premium Consumer,Bank Transfer,Black Friday,1.0,237.86,5.0,225.97,98.45,127.52,4,Yes,Returned,53,3,588,8812.77,3865.67
ORD-102709,1970-01-01 05:00:45.870,CUST-10284,Saudi Arabia,Middle East,Jeddah,Football,Predator,Female,45,Mobile App,Consumer,Bank Transfer,New Year Sale,1.0,71.14,15.0,60.47,32.97,27.5,5,No,Completed,43,5,541,52605.86,610.3
ORD-102710,1970-01-01 05:00:45.763,CUST-10822,Uk,Europe,Birmingham,Football,X Crazyfast,Unisex,42,Marketplace,Premium Consumer,Debit Card,Sports Event,1.0,175.22,5.0,166.46,93.93,72.53,5,No,Cancelled,32,0,283,13068.66,1975.98
ORD-102711,1970-01-01 05:00:44.991,CUST-10244,Usa,North America,Chicago,Lifestyle,Campus,Male,44,Marketplace,Consumer,Cash on Delivery,Sports Event,1.0,87.58,15.0,74.44,44.97,29.47,4,Yes,Returned,60,4,328,74405.48,744.19
ORD-102712,1970-01-01 05:00:46.016,CUST-10741,Pakistan,South Asia,Rawalpindi,Lifestyle,Gazelle,Female,38,Retail Store,Business,Credit Card,No Campaign,1.0,96.43,15.0,81.97,65.71,16.26,5,No,Completed,57,3,459,33598.65,1195.61
ORD-102713,1970-01-01 05:00:45.279,CUST-10384,Australia,Oceania,Brisbane,Football,Copa,Male,36,Mobile App,Premium Consumer,Debit Card,Sports Event,1.0,102.3,0.0,102.3,45.02,57.28,5,No,Completed,62,5,152,67370.24,2564.67
ORD-102714,1970-01-01 05:00:45.479,CUST-10007,Australia,Oceania,Sydney,Football,Copa,Male,36,Retail Store,Business,Credit Card,No Campaign,1.0,177.6,5.0,168.72,89.65,79.07,5,No,Completed,23,4,932,88310.68,1663.78
ORD-102715,1970-01-01 05:00:45.646,CUST-10544,Usa,North America,New York,Football,Copa,Female,36,Retail Store,Business,Credit Card,Black Friday,2.0,82.26,20.0,131.62,90.28,41.34,3,No,Completed,47,1,724,9058.65,1138.37
ORD-102716,1970-01-01 05:00:45.119,CUST-10185,Germany,Europe,Munich,Running,Adizero,Male,42,Retail Store,Consumer,Debit Card,Eid Campaign,2.0,153.87,5.0,292.35,190.71,101.64,4,No,Completed,20,4,690,98905.58,2028.14
ORD-102717,1970-01-01 05:00:45.385,CUST-10494,Uk,Europe,Manchester,Outdoor,Ridgewalker,Unisex,42,Retail Store,Consumer,Credit Card,No Campaign,1.0,153.63,5.0,145.95,95.82,50.13,3,No,Completed,60,7,806,64701.71,3535.17
ORD-102718,1970-01-01 05:00:44.986,CUST-10629,Uae,Middle East,Abu Dhabi,Football,Copa,Male,43,Marketplace,Consumer,Digital Wallet,No Campaign,1.0,145.47,5.0,138.2,91.78,46.42,2,No,Completed,57,2,486,5809.91,685.15
ORD-102719,1970-01-01 05:00:45.705,CUST-10225,Uae,Middle East,Dubai,Lifestyle,Superstar,Unisex,42,Online Store,Business,Credit Card,New Year Sale,1.0,146.71,10.0,132.04,64.86,67.18,4,No,Completed,27,3,594,31743.22,2450.01
ORD-102720,1970-01-01 05:00:46.009,CUST-10793,Germany,Europe,Berlin,Training,Powerlift,Unisex,42,Marketplace,Premium Consumer,Cash on Delivery,No Campaign,1.0,122.05,0.0,122.05,53.39,68.66,5,No,Completed,48,4,711,54655.78007784119,1446.13
ORD-102721,1970-01-01 05:00:45.010,CUST-10592,Uk,Europe,Birmingham,Outdoor,Five Ten,Unisex,38,Wholesale,Consumer,Cash on Delivery,No Campaign,1.0,165.84,20.0,132.67,119.04,13.63,5,No,Completed,33,2,997,59825.24,1955.24
ORD-102722,1970-01-01 05:00:45.631,CUST-10503,India,South Asia,Bangalore,Training,Everyday,Female,42,Mobile App,Business,Credit Card,Eid Campaign,2.0,78.5,10.0,141.3,94.57,46.73,4,No,Completed,24,4,834,29078.63,4125.62
ORD-102723,1970-01-01 05:00:45.147,CUST-10475,Uae,Middle East,Abu Dhabi,Training,Powerlift,Female,42,Retail Store,Premium Consumer,Cash on Delivery,Eid Campaign,1.0,68.3,10.0,61.47,35.85,25.62,2,No,Completed,24,1,981,94079.21,4655.68
ORD-102724,1970-01-01 05:00:45.577,CUST-10121,India,South Asia,Chennai,Football,Predator,Female,43,Retail Store,Premium Consumer,Cash on Delivery,No Campaign,1.0,96.16,15.0,81.74,48.84,32.9,4,No,Pending,50,6,640,78831.63,1290.59
ORD-102725,1970-01-01 05:00:45.979,CUST-10449,Uae,Middle East,Abu Dhabi,Training,Dropset,Unisex,38,Wholesale,Business,Digital Wallet,No Campaign,1.0,60.11,15.36,48.09,36.74,11.35,5,No,Completed,19,5,805,73686.08,3186.86
ORD-102726,1970-01-01 05:00:45.795,CUST-10228,Uae,Middle East,Sharjah,Running,Ultraboost,Male,38,Wholesale,Premium Consumer,Debit Card,No Campaign,1.0,184.72,20.0,147.78,77.29,70.49,4,No,Completed,49,7,947,88898.5,3415.72
ORD-102727,1970-01-01 05:00:45.078,CUST-10641,Saudi Arabia,Middle East,Jeddah,Lifestyle,Campus,Unisex,44,Online Store,Premium Consumer,Cash on Delivery,No Campaign,1.0,98.09,0.0,98.09,52.98,45.11,4,No,Completed,26,3,190,77093.1,4228.18
ORD-102728,1970-01-01 05:00:45.183,CUST-10818,Germany,Europe,Hamburg,Outdoor,Ridgewalker,Unisex,43,Mobile App,Consumer,Credit Card,Summer Sale,1.0,183.96,30.0,128.77,123.97,4.8,4,No,Completed,31,1,51,29030.47,4505.31
ORD-102729,1970-01-01 05:00:46.014,CUST-10707,Saudi Arabia,Middle East,Dammam,Basketball,Harden,Unisex,36,Marketplace,Business,Cash on Delivery,No Campaign,1.0,64.71,30.0,45.3,31.09,14.21,3,No,Completed,40,3,594,58596.66,2393.16
ORD-102730,1970-01-01 05:00:45.044,CUST-10783,Uk,Europe,London,Outdoor,Ridgewalker,Female,42,Mobile App,Premium Consumer,Cash on Delivery,No Campaign,1.0,221.37,15.0,188.16,108.13,80.03,3,No,Completed,34,4,340,84307.47,4914.62
ORD-102731,1970-01-01 05:00:45.413,CUST-10237,Uae,Middle East,Dubai,Lifestyle,Gazelle,Male,44,Retail Store,Premium Consumer,Cash on Delivery,Black Friday,1.0,106.7,0.0,106.7,51.24,55.46,4,No,Completed,31,7,699,18494.39,4857.06
ORD-102732,1970-01-01 05:00:45.305,CUST-10877,Australia,Oceania,Brisbane,Training,Rapidmove,Unisex,38,Online Store,Business,Cash on Delivery,Black Friday,1.0,149.45,15.0,127.03,103.34,23.69,5,No,Completed,58,6,524,59820.30787157138,2581.69
ORD-102733,1970-01-01 05:00:45.456,CUST-10307,Pakistan,South Asia,Karachi,Outdoor,Agravic,Male,45,Retail Store,Business,Cash on Delivery,Summer Sale,1.0,194.52,20.0,155.62,92.97,62.65,4,No,Cancelled,59,4,730,16318.14,2755.96
ORD-102734,1970-01-01 05:00:45.387,CUST-10189,Usa,North America,New York,Lifestyle,Campus,Male,40,Wholesale,Premium Consumer,Digital Wallet,No Campaign,1.0,127.04,20.0,101.63,61.56,40.07,4,No,Completed,45,5,16,19828.4,3371.97
ORD-102735,1970-01-01 05:00:45.762,CUST-10277,India,South Asia,Mumbai,Basketball,D.O.N. Issue,Unisex,38,Mobile App,Business,Debit Card,Eid Campaign,1.0,129.71,0.0,129.71,65.04,64.67,4,No,Completed,19,10,241,10771.47,1931.7
ORD-102736,1970-01-01 05:00:45.364,CUST-10627,Germany,Europe,Munich,Running,Duramo,Unisex,38,Mobile App,Consumer,Bank Transfer,No Campaign,1.0,138.31,30.0,96.82,82.89,13.93,5,No,Completed,51,6,339,83844.09,3344.02
ORD-102737,1970-01-01 05:00:45.395,CUST-10165,Pakistan,South Asia,Rawalpindi,Outdoor,Five Ten,Male,40,Online Store,Business,Bank Transfer,Summer Sale,1.0,175.82,20.0,140.66,92.44,48.22,5,No,Completed,37,4,669,81922.66,2620.0
ORD-102738,1970-01-01 05:00:45.586,CUST-10243,Usa,North America,Houston,Lifestyle,Samba,Male,44,Mobile App,Premium Consumer,Credit Card,No Campaign,1.0,92.86,0.0,92.86,48.01,44.85,2,No,Completed,35,4,677,15561.21,273.64
ORD-102739,1970-01-01 05:00:45.925,CUST-10025,Germany,Europe,Berlin,Football,F50,Female,44,Marketplace,Business,Bank Transfer,Sports Event,2.0,144.03,10.0,259.25,165.34,93.91,5,No,Completed,23,3,650,70700.95,4278.37
ORD-102740,1970-01-01 05:00:45.042,CUST-10871,India,South Asia,Bangalore,Basketball,Harden,Female,42,Online Store,Consumer,Debit Card,No Campaign,1.0,103.4,10.0,93.06,46.51,46.55,4,No,Completed,49,5,410,62884.07,4708.18
ORD-102741,1970-01-01 05:00:45.993,CUST-10810,Uae,Middle East,Dubai,Outdoor,Five Ten,Unisex,44,Wholesale,Business,Credit Card,No Campaign,1.0,125.78,0.0,125.78,50.32,75.46,4,No,Completed,39,5,293,27981.33,228.52
ORD-102742,1970-01-01 05:00:45.040,CUST-10171,Uk,Europe,London,Outdoor,Agravic,Unisex,42,Wholesale,Premium Consumer,Digital Wallet,Eid Campaign,3.0,242.46,5.0,691.01,397.91,293.1,4,No,Completed,44,2,27,23123.16,3967.38
ORD-102743,1970-01-01 05:00:45.484,CUST-10317,Pakistan,South Asia,Lahore,Football,Predator,Unisex,42,Marketplace,Premium Consumer,Digital Wallet,Sports Event,4.0,121.67,15.0,413.68,259.4,154.28,5,No,Completed,33,3,409,25433.29,1990.48
ORD-102744,1970-01-01 05:00:45.226,CUST-10273,Germany,Europe,Berlin,Basketball,D.O.N. Issue,Female,45,Wholesale,Consumer,Credit Card,No Campaign,1.0,127.59,0.0,127.59,55.63,71.96,5,No,Pending,32,5,358,73197.75,2969.6
ORD-102745,1970-01-01 05:00:45.841,CUST-10464,Saudi Arabia,Middle East,Riyadh,Lifestyle,Gazelle,Male,36,Marketplace,Consumer,Debit Card,Summer Sale,1.0,54.72,30.0,38.3,36.87,1.43,4,No,Completed,55,4,672,74475.11416394425,2549.98
ORD-102746,1970-01-01 05:00:45.132,CUST-10611,Uk,Europe,Birmingham,Training,Dropset,Female,40,Retail Store,Consumer,Credit Card,No Campaign,1.0,88.88,5.0,84.44,58.26,26.18,4,No,Completed,48,4,415,28156.95,2801.42
ORD-102747,1970-01-01 05:00:45.282,CUST-10617,Uae,Middle East,Dubai,Basketball,Harden,Unisex,42,Online Store,Business,Digital Wallet,New Year Sale,1.0,117.81,20.0,94.25,72.97,21.28,3,No,Completed,58,4,181,2736.87,2526.41
ORD-102748,1970-01-01 05:00:45.382,CUST-10830,India,South Asia,Chennai,Outdoor,Five Ten,Male,42,Wholesale,Business,Credit Card,Sports Event,1.0,130.92,15.0,111.28,62.7,48.58,4,No,Completed,37,4,920,90869.53,4281.54
ORD-102749,1970-01-01 05:00:44.952,CUST-10804,Australia,Oceania,Melbourne,Football,F50,Unisex,45,Wholesale,Business,Cash on Delivery,Sports Event,1.0,140.36,13.16,119.31,94.1,25.21,3,No,Completed,44,4,791,64188.71019799936,3449.18
ORD-102750,1970-01-01 05:00:45.304,CUST-10453,Australia,Oceania,Sydney,Training,Rapidmove,Male,36,Marketplace,Consumer,Credit Card,Black Friday,2.0,62.38,5.0,118.52,62.24,56.28,4,No,Completed,20,3,935,47541.98,2121.92
ORD-102751,1970-01-01 05:00:44.945,CUST-10789,India,South Asia,Mumbai,Running,Duramo,Male,43,Retail Store,Premium Consumer,Bank Transfer,Black Friday,1.0,187.07,0.0,187.07,109.05,78.02,4,No,Completed,33,10,666,94321.23,3473.99
ORD-102752,1970-01-01 05:00:45.140,CUST-10384,Pakistan,South Asia,Rawalpindi,Outdoor,Agravic,Male,44,Online Store,Business,Cash on Delivery,No Campaign,1.0,87.13,10.0,-1000.0,59.03,19.39,5,No,Completed,21,4,813,29706.46,4828.73
ORD-102753,1970-01-01 05:00:45.469,CUST-10696,India,South Asia,Bangalore,Lifestyle,Samba,Female,44,Marketplace,Premium Consumer,Bank Transfer,Eid Campaign,1.0,115.45,15.0,98.13,59.02,39.11,5,No,Completed,60,6,725,67633.15,493.51
ORD-102754,1970-01-01 05:00:45.631,CUST-10795,Uae,Middle East,Abu Dhabi,Lifestyle,Superstar,Female,38,Wholesale,Consumer,Digital Wallet,Eid Campaign,1.0,113.73,20.0,90.98,79.25,11.73,3,No,Completed,26,2,339,30862.46,2001.64
ORD-102755,1970-01-01 05:00:45.826,CUST-10250,Australia,Oceania,Melbourne,Running,Adizero,Unisex,38,Wholesale,Business,Digital Wallet,Summer Sale,1.0,174.22,15.0,148.09,100.38,47.71,4,No,Completed,32,3,352,31799.96,4365.22
ORD-102756,1970-01-01 05:00:45.747,CUST-10002,Usa,North America,New York,Football,Copa,Male,43,Mobile App,Premium Consumer,Bank Transfer,Summer Sale,1.0,163.46,10.0,147.11,87.28,59.83,1,Yes,Returned,63,4,68,84548.56,3721.37
ORD-102757,1970-01-01 05:00:45.939,CUST-10071,Pakistan,South Asia,Karachi,Basketball,Dame,Female,38,Retail Store,Business,Bank Transfer,Eid Campaign,-1.0,95.53,11.21,85.98,62.12,23.86,4,No,Completed,42,3,476,78808.68,4681.15
ORD-102758,1970-01-01 05:00:45.213,CUST-10803,Uk,Europe,London,Running,Adizero,Unisex,44,Mobile App,Consumer,Cash on Delivery,Black Friday,1.0,119.27,15.0,101.38,77.53,23.85,3,No,Completed,46,2,324,29763.69,295.07
ORD-102759,1970-01-01 05:00:45.939,CUST-10014,Usa,North America,Houston,Training,Powerlift,Male,42,Online Store,Premium Consumer,Credit Card,No Campaign,1.0,75.98,10.0,68.38,48.59,19.79,1,No,Completed,21,3,493,8598.26,4327.6
ORD-102760,1970-01-01 05:00:45.537,CUST-10285,Australia,Oceania,Sydney,Training,Dropset,Unisex,38,Marketplace,Consumer,Cash on Delivery,New Year Sale,2.0,45.52,10.0,81.94,64.95,16.99,4,No,Completed,47,3,294,36079.62,3979.81
